행정구역,2026년02월_계_총인구수,2026년02월_계_연령구간인구수,2026년02월_계_0~9세,2026년02월_계_10~19세,2026년02월_계_20~29세,2026년02월_계_30~39세,2026년02월_계_40~49세,2026년02월_계_50~59세,2026년02월_계_60~69세,2026년02월_계_70~79세,2026년02월_계_80~89세,2026년02월_계_90~99세,2026년02월_계_100세 이상
서울특별시 은평구 신사제2동(1138063200),"19,253","19,253",798,"1,398","2,139","2,843","2,695","3,156","3,191","2,066",835,129,3
서울특별시 은평구 증산동(1138064000),"15,217","15,217",829,"1,103","1,815","2,153","2,096","2,707","2,231","1,524",669,87,3
서울특별시 은평구 수색동(1138065000),"21,130","21,130","1,731","1,426","2,444","3,680","3,010","3,657","2,830","1,519",686,142,5
서울특별시 은평구 진관동(1138069000),"53,688","53,688","2,883","6,603","6,459","6,200","8,161","9,566","7,007","4,431","2,008",357,13
서울특별시 서대문구 (1141000000),"300,175","300,175","15,031","21,859","44,784","44,926","41,981","47,659","41,863","25,971","13,866","2,180",55
서울특별시 서대문구 천연동(1141052000),"16,286","16,286",955,"1,166","1,784","2,393","2,224","2,822","2,465","1,477",838,160,2
서울특별시 서대문구 북아현동(1141055500),"15,111","15,111","1,138",985,"1,760","2,822","2,378","2,427","1,958","1,001",549,90,3
서울특별시 서대문구 충현동(1141056500),"19,220","19,220",868,"1,293","2,630","3,367","2,774","2,964","2,824","1,524",821,151,4
서울특별시 서대문구 신촌동(1141058500),"20,387","20,387",384,988,"8,355","3,883","1,844","1,894","1,427",934,589,87,2
서울특별시 서대문구 연희동(1141061500),"33,044","33,044","1,037","1,947","7,116","5,368","4,143","4,812","4,073","2,694","1,555",290,9
서울특별시 서대문구 홍제제1동(1141062000),"24,286","24,286","1,189","1,638","2,845","3,592","3,317","4,264","3,688","2,360","1,231",160,2
서울특별시 서대문구 홍제제3동(1141064000),"17,276","17,276",897,"1,050","2,035","2,389","2,223","2,933","2,733","1,781","1,086",147,2
서울특별시 서대문구 홍제제2동(1141065500),"11,911","11,911",581,743,"1,290","1,799","1,436","2,049","2,102","1,184",634,90,3
서울특별시 서대문구 홍은제1동(1141066000),"23,254","23,254","1,181","1,540","2,570","3,336","3,197","3,927","3,821","2,318","1,158",201,5
서울특별시 서대문구 홍은제2동(1141068500),"27,139","27,139","1,184","2,090","3,573","3,779","3,765","4,571","4,216","2,469","1,280",205,7
서울특별시 서대문구 남가좌제1동(1141069000),"17,109","17,109","1,768","2,047","1,460","2,253","3,427","2,561","1,837","1,088",574,92,2
서울특별시 서대문구 남가좌제2동(1141070000),"28,413","28,413","1,935","2,562","3,816","3,809","4,636","4,385","3,441","2,405","1,240",178,6
서울특별시 서대문구 북가좌제1동(1141071000),"17,191","17,191",952,"1,899","1,739","2,086","2,804","2,961","2,392","1,511",724,120,3
서울특별시 서대문구 북가좌제2동(1141072000),"29,548","29,548",962,"1,911","3,811","4,050","3,813","5,089","4,886","3,225","1,587",209,5
서울특별시 마포구 (1144000000),"357,136","357,136","18,058","25,754","54,289","64,380","54,475","55,809","42,693","25,748","13,646","2,239",45
서울특별시 마포구 아현동(1144055500),"28,884","28,884","2,721","2,316","2,756","5,701","5,376","4,212","3,273","1,585",803,138,3
서울특별시 마포구 공덕동(1144056500),"35,842","35,842","1,629","2,066","5,096","6,744","4,868","5,899","5,042","2,756","1,508",230,4
서울특별시 마포구 도화동(1144058500),"20,197","20,197","1,155","1,390","2,336","3,625","2,823","3,178","2,937","1,627",936,188,2
서울특별시 마포구 용강동(1144059000),"21,162","21,162","1,737","2,229","1,872","3,351","4,122","3,273","2,308","1,362",741,161,6
서울특별시 마포구 대흥동(1144060000),"14,235","14,235",471,894,"3,506","2,473","1,849","2,121","1,519",825,498,74,5
서울특별시 마포구 염리동(1144061000),"16,758","16,758","1,212","1,823","2,200","2,566","3,195","2,596","1,607",957,516,85,1
서울특별시 마포구 신수동(1144063000),"21,943","21,943","1,275","1,773","3,213","3,381","3,360","3,805","2,600","1,561",842,129,4
서울특별시 마포구 서강동(1144065500),"24,276","24,276","1,373","1,675","4,532","4,035","3,585","3,748","2,748","1,563",863,154,0
서울특별시 마포구 서교동(1144066000),"23,472","23,472",566,989,"5,329","5,368","3,317","3,077","2,343","1,508",815,160,0
서울특별시 마포구 합정동(1144068000),"15,564","15,564",477,703,"2,493","3,609","2,327","2,126","1,889","1,201",642,94,3
서울특별시 마포구 망원제1동(1144069000),"18,400","18,400",567,921,"2,794","3,591","2,711","2,815","2,429","1,629",834,109,0
서울특별시 마포구 망원제2동(1144070000),"17,186","17,186",649,"1,261","2,287","2,880","2,619","2,905","2,189","1,545",756,92,3
서울특별시 마포구 연남동(1144071000),"13,779","13,779",410,611,"2,554","2,966","1,967","1,940","1,587","1,047",591,104,2
서울특별시 마포구 성산제1동(1144072000),"18,309","18,309",556,"1,191","2,752","3,401","2,794","3,067","2,275","1,441",749,82,1
서울특별시 마포구 성산제2동(1144073000),"38,053","38,053","1,626","2,569","6,419","7,056","5,037","5,842","4,585","3,060","1,593",258,8
서울특별시 마포구 상암동(1144074000),"29,076","29,076","1,634","3,343","4,150","3,633","4,525","5,205","3,362","2,081",959,181,3
서울특별시 양천구 (1147000000),"424,499","424,499","22,633","46,116","46,129","51,600","69,452","71,762","62,375","38,073","14,069","2,223",67
서울특별시 양천구 목1동(1147051000),"30,029","30,029","2,351","5,117","2,662","2,585","6,521","5,109","3,118","1,810",658,98,0
서울특별시 양천구 목2동(1147052000),"27,813","27,813","1,046","2,049","3,746","5,126","4,011","4,403","4,204","2,267",840,119,2
서울특별시 양천구 목3동(1147053000),"20,586","20,586",897,"1,237","2,652","3,755","2,837","3,205","3,284","1,908",681,130,0
서울특별시 양천구 목4동(1147054000),"23,650","23,650",898,"2,785","3,314","2,778","3,459","4,728","3,120","1,759",692,115,2
서울특별시 양천구 목5동(1147055000),"40,466","40,466","2,865","7,276","3,570","3,248","8,713","6,592","4,585","2,607",818,189,3
서울특별시 양천구 신월1동(1147056000),"18,473","18,473",519,995,"1,872","2,306","2,457","3,199","3,769","2,410",841,102,3
서울특별시 양천구 신월2동(1147057000),"20,398","20,398","1,105","1,695","2,150","2,600","3,037","3,291","3,318","2,323",749,123,7
서울특별시 양천구 신월3동(1147058000),"13,596","13,596",532,835,"1,393","1,774","1,727","2,378","2,584","1,631",664,77,1
서울특별시 양천구 신월4동(1147059000),"16,662","16,662",899,"1,458","1,631","1,943","2,564","2,729","2,752","1,899",690,93,4
서울특별시 양천구 신월5동(1147060000),"13,646","13,646",569,"1,091","1,588","1,955","1,912","2,260","2,344","1,343",506,78,0
서울특별시 양천구 신월6동(1147061000),"13,636","13,636","1,246","1,304","1,283","2,096","2,424","1,999","1,772","1,083",388,39,2
서울특별시 양천구 신월7동(1147061100),"17,881","17,881",635,941,"1,780","2,461","2,282","2,913","3,478","2,268",971,149,3
서울특별시 양천구 신정1동(1147062000),"19,450","19,450","1,404","2,974","1,828","1,698","3,872","3,105","2,442","1,483",522,115,7
서울특별시 양천구 신정2동(1147063000),"18,475","18,475","1,055","2,859","1,823","1,578","3,431","3,239","2,460","1,395",545,85,5
서울특별시 양천구 신정3동(1147064000),"47,123","47,123","2,507","4,784","5,472","5,580","6,776","8,862","7,059","4,177","1,638",257,11
서울특별시 양천구 신정4동(1147065000),"31,021","31,021",866,"1,825","4,550","4,912","4,175","5,157","4,806","3,325","1,271",129,5
서울특별시 양천구 신정6동(1147067000),"23,894","23,894","1,706","3,656","2,264","2,393","4,653","3,948","3,019","1,660",481,110,4
서울특별시 양천구 신정7동(1147068000),"27,700","27,700","1,533","3,235","2,551","2,812","4,601","4,645","4,261","2,725","1,114",215,8
서울특별시 강서구 (1150000000),"549,050","549,050","26,389","39,939","70,904","95,950","81,643","81,376","78,897","50,710","19,822","3,321",99
서울특별시 강서구 염창동(1150051000),"41,039","41,039","3,075","4,292","4,882","7,518","7,037","6,193","4,589","2,467",839,145,2
서울특별시 강서구 등촌제1동(1150052000),"24,877","24,877","1,165","1,068","4,189","6,893","3,552","3,031","2,603","1,437",723,209,7
서울특별시 강서구 등촌제2동(1150053000),"18,964","18,964",815,"1,318","2,438","3,316","2,635","2,922","2,975","1,831",594,118,2
서울특별시 강서구 등촌제3동(1150053500),"28,443","28,443","1,322","1,490","2,766","4,619","3,535","3,873","5,369","3,488","1,624",344,13
서울특별시 강서구 화곡제1동(1150054000),"49,454","49,454","1,592","2,154","7,738","10,096","6,944","7,031","7,211","4,725","1,749",210,4
서울특별시 강서구 화곡제2동(1150055000),"16,678","16,678",660,"1,190","2,104","2,608","2,510","2,796","2,568","1,574",604,60,4
서울특별시 강서구 화곡제3동(1150056000),"20,498","20,498",775,"1,571","2,597","2,972","2,892","3,120","3,269","2,333",844,124,1
서울특별시 강서구 화곡제4동(1150057000),"18,984","18,984",617,"1,151","2,152","2,686","2,862","3,174","3,245","2,145",834,117,1
서울특별시 강서구 화곡본동(1150059000),"31,763","31,763","1,059","2,040","4,833","5,949","4,686","4,846","4,442","2,736","1,008",160,4
서울특별시 강서구 화곡제6동(1150059100),"25,380","25,380","1,335","1,354","3,766","5,057","3,504","3,528","3,741","2,239",718,133,5
서울특별시 강서구 화곡제8동(1150059300),"22,343","22,343",690,"1,270","3,000","3,637","3,193","3,558","3,497","2,426",972,98,2
서울특별시 강서구 가양제1동(1150060300),"33,399","33,399","1,207","1,535","7,074","9,198","4,485","3,976","3,542","1,688",587,101,6
서울특별시 강서구 가양제2동(1150060400),"12,885","12,885",376,372,"1,091","2,136","1,320","1,422","2,811","2,243",910,200,4
서울특별시 강서구 가양제3동(1150060500),"13,360","13,360",549,337,"1,030","2,849","1,677","1,645","2,420","1,902",827,120,4
서울특별시 강서구 발산제1동(1150061100),"34,614","34,614","2,015","4,498","4,067","3,814","5,644","6,177","4,404","2,697","1,095",198,5
서울특별시 강서구 우장산동(1150061500),"43,668","43,668","2,672","5,288","5,306","5,343","7,680","7,318","5,264","3,490","1,135",163,9
서울특별시 강서구 공항동(1150062000),"28,555","28,555","2,166","2,535","3,311","4,664","5,079","4,037","3,573","2,172",851,163,4
서울특별시 강서구 방화제1동(1150063000),"40,180","40,180","2,576","4,079","4,098","5,348","6,483","6,252","5,872","3,704","1,508",252,8
서울특별시 강서구 방화제2동(1150064000),"22,698","22,698",818,"1,194","2,724","4,009","2,946","3,291","3,781","2,561","1,189",179,6
서울특별시 강서구 방화제3동(1150064100),"21,268","21,268",905,"1,203","1,738","3,238","2,979","3,186","3,721","2,852","1,211",227,8
서울특별시 구로구 (1153000000),"382,800","382,800","19,242","26,865","45,596","61,292","54,425","60,005","57,873","39,123","16,135","2,199",45
서울특별시 구로구 신도림동(1153051000),"35,634","35,634","2,640","3,613","3,858","5,961","6,291","5,379","4,134","2,680",933,142,3
서울특별시 구로구 구로제1동(1153052000),"20,057","20,057","1,368","1,821","2,180","3,583","3,306","3,001","2,729","1,472",494,102,1
서울특별시 구로구 구로제2동(1153053000),"21,691","21,691",526,"1,083","2,419","2,826","2,372","3,963","4,153","2,827","1,353",166,3
서울특별시 구로구 구로제3동(1153054000),"22,661","22,661",758,"1,218","3,987","4,664","3,423","3,203","2,657","1,850",774,125,2
서울특별시 구로구 구로제4동(1153055000),"17,688","17,688",486,732,"2,030","2,677","2,134","2,844","3,195","2,285","1,164",138,3
서울특별시 구로구 구로제5동(1153056000),"28,473","28,473","1,364","1,265","4,322","5,805","3,733","4,157","3,989","2,588","1,098",148,4
서울특별시 구로구 가리봉동(1153059500),"8,746","8,746",155,231,"1,439","1,632",895,"1,402","1,599",916,403,72,2
서울특별시 구로구 고척제1동(1153072000),"26,107","26,107","1,730","1,759","2,940","5,037","3,609","3,888","3,619","2,477",925,120,3
서울특별시 구로구 고척제2동(1153073000),"24,885","24,885","1,091","1,884","2,709","3,027","3,163","4,511","4,265","2,825","1,237",168,5
서울특별시 구로구 개봉제1동(1153074000),"33,099","33,099","1,846","2,080","3,431","5,287","4,532","5,252","5,484","3,557","1,447",176,7
서울특별시 구로구 개봉제2동(1153075000),"29,119","29,119","1,391","1,879","3,245","4,016","4,000","4,578","4,775","3,688","1,389",156,2
서울특별시 구로구 개봉제3동(1153076000),"18,606","18,606",676,"1,165","1,837","2,442","2,489","3,195","3,404","2,360",916,121,1
서울특별시 구로구 오류제1동(1153077000),"22,767","22,767",855,"1,035","3,940","4,761","2,921","3,003","3,010","2,150",965,126,1
서울특별시 구로구 오류제2동(1153078000),"35,684","35,684","1,607","3,646","3,716","4,440","5,133","6,023","5,248","3,891","1,718",259,3
서울특별시 구로구 수궁동(1153079000),"21,733","21,733",880,"1,658","2,320","2,694","3,010","3,655","3,868","2,505","1,015",125,3
서울특별시 구로구 항동(1153080000),"15,850","15,850","1,869","1,796","1,223","2,440","3,414","1,951","1,744","1,052",304,55,2
서울특별시 금천구 (1154500000),"222,809","222,809","8,174","11,982","31,310","39,762","27,456","34,885","37,050","21,751","9,172","1,242",25
서울특별시 금천구 가산동(1154551000),"25,415","25,415",538,552,"6,508","7,587","2,905","2,633","2,608","1,459",559,62,4
서울특별시 금천구 독산제1동(1154561000),"47,430","47,430","2,535","2,384","8,041","11,314","6,515","6,068","5,895","3,126","1,363",186,3
서울특별시 금천구 독산제2동(1154562000),"17,094","17,094",534,898,"1,892","2,612","1,989","3,077","3,370","1,896",718,104,4
서울특별시 금천구 독산제3동(1154563000),"22,590","22,590",589,"1,003","2,920","3,767","2,553","3,793","4,352","2,429","1,025",156,3
서울특별시 금천구 독산제4동(1154564000),"13,789","13,789",374,704,"1,539","1,958","1,521","2,562","2,887","1,591",588,65,0
서울특별시 금천구 시흥제1동(1154567000),"31,189","31,189","1,144","1,914","3,823","4,843","4,001","5,195","5,316","3,282","1,451",217,3
서울특별시 금천구 시흥제2동(1154568000),"19,807","19,807","1,003","1,810","1,909","2,144","2,669","3,433","3,568","2,171",974,121,5
서울특별시 금천구 시흥제3동(1154569000),"9,965","9,965",307,571,"1,071","1,282","1,175","1,733","2,004","1,256",504,62,0
서울특별시 금천구 시흥제4동(1154570000),"18,327","18,327",600,"1,128","1,818","2,213","2,185","3,307","3,743","2,306",914,112,1
서울특별시 금천구 시흥제5동(1154571000),"17,203","17,203",550,"1,018","1,789","2,042","1,943","3,084","3,307","2,235","1,076",157,2
서울특별시 영등포구 (1156000000),"371,055","371,055","19,474","22,363","52,384","74,050","52,080","53,909","48,941","31,105","14,444","2,250",55
서울특별시 영등포구 영등포본동(1156051500),"20,288","20,288","1,012","1,041","2,348","3,337","2,630","3,352","3,369","2,138",923,136,2
서울특별시 영등포구 영등포동(1156053500),"31,180","31,180",926,842,"7,333","9,745","3,724","3,264","2,899","1,648",665,129,5
서울특별시 영등포구 여의동(1156054000),"34,000","34,000","2,272","2,918","3,488","5,055","5,377","5,470","4,486","2,917","1,666",344,7
서울특별시 영등포구 당산제1동(1156055000),"21,095","21,095",905,896,"3,426","5,342","2,721","2,687","2,587","1,639",759,133,0
서울특별시 영등포구 당산제2동(1156056000),"36,279","36,279","2,158","2,255","6,190","8,355","5,253","4,631","3,867","2,359","1,041",165,5
서울특별시 영등포구 도림동(1156058500),"17,595","17,595",668,775,"2,458","3,471","2,261","2,794","2,664","1,614",788,98,4
서울특별시 영등포구 문래동(1156060500),"31,124","31,124","2,455","2,931","3,253","5,302","5,668","4,582","3,299","2,355","1,097",178,4
서울특별시 영등포구 양평제1동(1156061000),"18,186","18,186","1,030","1,027","2,810","4,659","2,898","2,278","1,665","1,168",578,71,2
서울특별시 영등포구 양평제2동(1156062000),"22,477","22,477","1,350","1,322","3,396","5,651","3,369","2,982","2,405","1,310",605,85,2
서울특별시 영등포구 신길제1동(1156063000),"18,950","18,950",599,814,"3,256","3,769","2,302","2,847","2,682","1,680",853,146,2
서울특별시 영등포구 신길제3동(1156065000),"15,974","15,974",857,"1,017","1,731","2,560","2,220","2,536","2,587","1,636",736,89,5
서울특별시 영등포구 신길제4동(1156066000),"11,784","11,784",605,782,"1,237","1,799","1,693","1,890","1,977","1,211",515,70,5
서울특별시 영등포구 신길제5동(1156067000),"9,523","9,523",549,718,918,"1,278","1,389","1,532","1,580","1,058",449,52,0
